date,gold_999_am,gold_999_pm,gold_999_average,source,gold_usd_open,gold_usd_high,gold_usd_low,gold_usd_close,gold_usd_volume,usdinr_open,usdinr_high,usdinr_low,usdinr_close,target_gold_999
2025-10-22,123907,123411,123659.0,IBJA,4109.7001953125,4148.5,4006.0,4044.39990234375,1237.0,88.00160217285156,87.99810028076172,87.61039733886719,88.00160217285156,123659.0
2025-10-23,123827,123354,123590.5,IBJA,4078.39990234375,4136.7998046875,4070.699951171875,4125.5,354.0,87.74030303955078,88.03109741210938,87.71610260009766,87.74030303955078,123590.5
2025-10-24,122419,121518,121968.5,IBJA,4117.5,4120.60009765625,4074.89990234375,4118.39990234375,123.0,87.77899932861328,87.8582992553711,87.63600158691406,87.77899932861328,121968.5
2025-10-27,122402,121077,121739.5,IBJA,4060.0,4078.60009765625,3971.300048828125,4001.89990234375,220.0,87.8290023803711,88.31719970703125,87.70939636230469,87.8290023803711,121739.5
2025-10-28,119164,118043,118603.5,IBJA,3929.699951171875,3966.199951171875,3923.60009765625,3966.199951171875,219.0,88.22209930419922,88.41649627685547,88.15979766845703,88.22209930419922,118603.5
2025-10-29,119352,120628,119990.0,IBJA,3983.699951171875,3983.699951171875,3983.699951171875,3983.699951171875,1344.0,88.22550201416016,88.45020294189453,88.13819885253906,88.22550201416016,119990.0
2025-10-30,119253,119619,119436.0,IBJA,3960.0,4027.199951171875,3913.699951171875,4001.300048828125,935.0,88.34559631347656,88.7511978149414,88.29679870605469,88.34559631347656,119436.0
2025-10-31,120815,120770,120792.5,IBJA,4034.5,4034.5,3976.60009765625,3982.199951171875,559.0,88.6344985961914,88.9115982055664,88.5636978149414,88.6344985961914,120792.5
2025-11-03,121113,120777,120945.0,IBJA,3976.199951171875,4020.0,3959.0,4000.300048828125,0.0,88.77539825439453,88.91500091552734,88.68930053710938,88.77539825439453,120945.0
2025-11-04,119916,119436,119676.0,IBJA,3994.199951171875,3995.39990234375,3927.39990234375,3947.699951171875,657.0,88.72339630126953,88.77449798583984,88.30650329589844,88.72339630126953,119676.0
2025-11-06,120100,120670,120385.0,IBJA,4004.0,4007.5,3979.89990234375,3979.89990234375,650.0,88.55690002441406,88.68170166015625,88.4114990234375,88.55690002441406,120385.0
2025-11-07,120231,120100,120165.5,IBJA,3980.800048828125,3999.39990234375,3980.800048828125,3999.39990234375,245.0,88.6729965209961,88.72039794921875,88.6001968383789,88.6729965209961,120165.5
2025-11-10,122087,122441,122264.0,IBJA,4060.0,4111.7998046875,4060.0,4111.7998046875,189.0,88.65799713134766,88.74230194091797,88.51419830322266,88.65799713134766,122264.0
2025-11-11,124147,124149,124148.0,IBJA,4140.10009765625,4140.10009765625,4106.7998046875,4106.7998046875,569.0,88.70709991455078,88.71649932861328,88.41960144042969,88.70709991455078,124148.0
2025-11-12,123362,123913,123637.5,IBJA,4115.60009765625,4204.39990234375,4102.89990234375,4204.39990234375,396.0,88.46649932861328,88.65370178222656,88.46649932861328,88.46649932861328,123637.5
2025-11-13,126124,126554,126339.0,IBJA,4228.7001953125,4228.7001953125,4163.7001953125,4186.89990234375,167.0,88.59390258789062,88.79910278320312,88.58209991455078,88.59400177001953,126339.0
2025-11-14,125428,124794,125111.0,IBJA,4197.7001953125,4197.89990234375,4047.0,4087.60009765625,483.0,88.81620025634766,88.81620025634766,88.63249969482422,88.81610107421875,125111.0
2025-11-17,122714,122924,122819.0,IBJA,4070.0,4099.5,4019.39990234375,4068.300048828125,1552.0,88.68199920654297,88.74349975585938,88.56430053710938,88.68199920654297,122819.0
2025-11-18,121366,122180,121773.0,IBJA,4037.39990234375,4063.39990234375,4035.60009765625,4061.300048828125,1375.0,88.63590240478516,88.69400024414062,88.53569793701172,88.63590240478516,121773.0
2025-11-19,123448,123884,123666.0,IBJA,4086.10009765625,4122.7001953125,4072.0,4077.699951171875,486.0,88.55699920654297,88.6082992553711,88.40899658203125,88.55680084228516,123666.0
2025-11-20,122881,122561,122721.0,IBJA,4045.0,4090.39990234375,4040.199951171875,4056.5,202.0,88.48729705810547,88.73829650878906,88.4635009765625,88.48719787597656,122721.0
2025-11-21,122149,123146,122647.5,IBJA,4031.800048828125,4085.199951171875,4031.800048828125,4076.699951171875,171.0,88.69229888916016,89.72579956054688,88.60279846191406,88.69219970703125,122647.5
2025-11-24,123057,123308,123182.5,IBJA,4060.5,4091.89990234375,4060.5,4091.89990234375,591.0,89.63400268554688,89.64129638671875,89.01580047607422,89.63400268554688,123182.5
2025-11-25,125342,125119,125230.5,IBJA,4139.2001953125,4139.2001953125,4139.2001953125,4139.2001953125,132704.0,89.14779663085938,89.26200103759766,88.96649932861328,89.14779663085938,125230.5
2025-11-26,126004,126081,126042.5,IBJA,4128.60009765625,4171.0,4127.5,4165.2001953125,25088.0,89.1532974243164,89.28790283203125,89.1532974243164,89.15059661865234,126042.5
2025-11-27,125857,126057,125957.0,IBJA,,,,,,89.1624984741211,89.40630340576172,89.13800048828125,89.16300201416016,125957.0
2025-11-28,126666,126591,126628.5,IBJA,4163.39990234375,4223.89990234375,4140.0,4218.2998046875,3615.0,89.36489868164062,89.61869812011719,89.05500030517578,89.36479949951172,126628.5
2025-12-01,128602,128800,128701.0,IBJA,4218.5,4262.10009765625,4214.89990234375,4239.2998046875,913.0,89.3572998046875,89.7970962524414,89.31659698486328,89.3499984741211,128701.0
2025-12-02,128141,127593,127867.0,IBJA,4230.5,4230.5,4167.0,4186.60009765625,366.0,89.61270141601562,89.99299621582031,89.5802993774414,89.61270141601562,127867.0
2025-12-03,128550,128214,128382.0,IBJA,4215.7001953125,4234.10009765625,4195.7001953125,4199.2998046875,1897.0,89.91719818115234,90.3040008544922,89.8427963256836,89.91719818115234,128382.0
2025-12-04,127755,127845,127800.0,IBJA,4211.0,4211.7998046875,4175.0,4211.7998046875,616.0,90.17060089111328,90.4521026611328,89.72579956054688,90.17050170898438,127800.0
2025-12-05,128578,128592,128585.0,IBJA,4204.10009765625,4255.7001953125,4194.5,4212.89990234375,533.0,89.8364028930664,90.07720184326172,89.6980972290039,89.8364028930664,128585.0
2025-12-08,128691,128257,128474.0,IBJA,4205.5,4215.7998046875,4175.5,4187.2001953125,318.0,89.93800354003906,90.23870086669922,89.84819793701172,89.93800354003906,128474.0
2025-12-09,127409,127974,127691.5,IBJA,4190.7001953125,4219.7001953125,4177.7001953125,4206.7001953125,660.0,90.12989807128906,90.1685028076172,89.8053970336914,90.12999725341795,127691.5
2025-12-10,128090,127788,127939.0,IBJA,4209.0,4234.5,4183.60009765625,4196.39990234375,692.0,89.91699981689453,90.0470962524414,89.7531967163086,89.91690063476562,127939.0
2025-12-11,128535,128596,128565.5,IBJA,4224.0,4286.89990234375,4214.2998046875,4285.5,528.0,89.79299926757812,90.65029907226562,89.79299926757812,89.79299926757812,128565.5
2025-12-12,130569,132710,131639.5,IBJA,4276.39990234375,4355.0,4260.0,4300.10009765625,1531.0,90.2509994506836,90.64469909667967,90.17530059814452,90.25299835205078,131639.5
2025-12-15,133442,133249,133345.5,IBJA,4308.2998046875,4349.2001953125,4292.89990234375,4306.7001953125,854.0,90.5770034790039,90.77239990234376,90.39340209960938,90.5770034790039,133345.5
2025-12-16,132136,131777,131956.5,IBJA,4270.5,4321.39990234375,4270.5,4304.5,1796.0,90.7769012451172,91.072998046875,90.75279998779295,90.7769012451172,131956.5
2025-12-17,132713,132317,132515.0,IBJA,4308.5,4351.39990234375,4308.5,4347.5,2169.0,90.9489974975586,91.06549835205078,89.82060241699219,90.94889831542967,132515.0
2025-12-18,132454,132474,132464.0,IBJA,4331.0,4348.10009765625,4328.2001953125,4339.5,705.0,90.41629791259766,90.4573974609375,90.0458984375,90.4136962890625,132464.0
2025-12-19,132394,131779,132086.5,IBJA,4350.10009765625,4361.39990234375,4350.10009765625,4361.39990234375,1065.0,90.26129913330078,90.29299926757812,89.21189880371094,90.25579833984376,132086.5
2025-12-22,133584,133970,133777.0,IBJA,4371.10009765625,4447.60009765625,4371.10009765625,4444.60009765625,449.0,89.56999969482422,89.77189636230469,89.3949966430664,89.56999969482422,133777.0
2025-12-23,136133,136283,136208.0,IBJA,4503.2998046875,4503.7998046875,4450.39990234375,4482.7998046875,694.0,89.60399627685547,89.83300018310547,89.43090057373047,89.60389709472656,136208.0
2025-12-24,136635,136627,136631.0,IBJA,4500.7001953125,4503.39990234375,4468.39990234375,4480.60009765625,500.0,89.50789642333984,89.8656997680664,89.4229965209961,89.50789642333984,136631.0
2025-12-26,137914,137956,137935.0,IBJA,4512.0,4556.2998046875,4502.0,4529.10009765625,263.0,90.10590362548828,90.10900115966795,89.54869842529297,90.10590362548828,137935.0
2025-12-29,138161,136781,137471.0,IBJA,4371.5,4379.0,4325.10009765625,4325.10009765625,2044.0,89.81430053710938,90.3550033569336,89.76360321044922,89.82929992675781,137471.0
2025-12-30,134362,134599,134480.5,IBJA,4346.39990234375,4403.60009765625,4338.0,4370.10009765625,1837.0,89.90019989013672,89.99009704589844,89.68579864501953,89.9000015258789,134480.5
2025-12-31,133099,133195,133147.0,IBJA,4333.5,4363.7998046875,4285.0,4325.60009765625,785.0,89.76969909667969,89.93800354003906,89.64399719238281,89.76940155029297,133147.0
2026-01-01,133151,133461,133306.0,IBJA,,,,,,,,,,133306.0
2026-01-02,134415,134782,134598.5,IBJA,4350.60009765625,4350.60009765625,4314.39990234375,4314.39990234375,589.0,89.96189880371094,90.3147964477539,89.83650207519531,89.96189880371094,134598.5
2026-01-05,135721,136168,135944.5,IBJA,4386.7001953125,4443.5,4384.7998046875,4436.89990234375,618.0,90.00700378417969,90.30829620361328,90.00700378417969,90.00700378417969,135944.5
2026-01-06,136909,136660,136784.5,IBJA,4449.7001953125,4482.2001953125,4449.0,4482.2001953125,459.0,90.23290252685548,90.25700378417967,90.05999755859375,90.23300170898438,136784.5
2026-01-07,136615,136675,136645.0,IBJA,4450.0,4450.0,4449.2998046875,4449.2998046875,972.0,90.14739990234376,90.21800231933594,89.74700164794922,90.16609954833984,136645.0
2026-01-08,135443,135773,135608.0,IBJA,4460.2001953125,4461.2998046875,4418.0,4449.7001953125,2423.0,89.83799743652344,90.12329864501952,89.72899627685547,89.8644027709961,135608.0
2026-01-09,137195,137122,137158.5,IBJA,4473.0,4490.2998046875,4473.0,4490.2998046875,237.0,89.90540313720703,90.36399841308594,89.81610107421875,89.90540313720703,137158.5
2026-01-12,140005,140449,140227.0,IBJA,4579.10009765625,4620.0,4577.7998046875,4604.2998046875,156.0,90.23600006103516,90.42919921875,90.12049865722656,90.23600006103516,140227.0
2026-01-13,140482,140284,140383.0,IBJA,4578.60009765625,4617.10009765625,4578.60009765625,4589.2001953125,239.0,90.13269805908205,90.44860076904295,90.13269805908205,90.13269805908205,140383.0
2026-01-14,142152,142015,142083.5,IBJA,4610.2998046875,4635.0,4608.2001953125,4626.2998046875,1313.0,90.27300262451172,90.4468002319336,89.98500061035156,90.27300262451172,142083.5
2026-01-16,141717,141593,141655.0,IBJA,4608.0,4608.0,4588.39990234375,4588.39990234375,352.0,90.36160278320312,90.86299896240234,90.27570343017578,90.36160278320312,141655.0
2026-05-08,151140,151078,151109.0,IBJA,4714.39990234375,4724.7998046875,4713.60009765625,4720.39990234375,120.0,94.25299835205078,94.74040222167967,94.25299835205078,94.25299835205078,151109.0
2026-05-11,150277,150362,150319.5,IBJA,4729.5,4729.5,4718.7001953125,4718.7001953125,36.0,94.42530059814452,95.31759643554688,94.18180084228516,94.42530059814452,150319.5
2026-05-12,151954,151632,151793.0,IBJA,4762.2001953125,4765.2001953125,4677.60009765625,4677.60009765625,93.0,95.3914031982422,95.85910034179688,95.26609802246094,95.3914031982422,151793.0
2026-05-13,160411,160977,160694.0,IBJA,4722.7001953125,4722.7001953125,4679.5,4697.7001953125,228.0,95.63300323486328,95.8604965209961,93.60430145263672,95.63300323486328,160694.0
2026-05-14,161349,161159,161254.0,IBJA,4678.10009765625,4678.10009765625,4650.2998046875,4678.10009765625,5.0,95.69580078125,95.94580078125,95.44049835205078,95.69580078125,161254.0
2026-05-15,158159,158210,158184.5,IBJA,4615.2001953125,4615.2001953125,4524.2998046875,4555.7998046875,607.0,95.70989990234376,96.11499786376952,95.39700317382812,95.70989990234376,158184.5
2026-05-18,157821,157739,157780.0,IBJA,4563.0,4570.2998046875,4538.7001953125,4552.5,38.0,95.97129821777344,96.60189819335938,95.66200256347656,95.97029876708984,157780.0
2026-05-19,158907,159077,158992.0,IBJA,4551.7001953125,4552.60009765625,4506.2001953125,4506.2998046875,875.0,96.27020263671876,97.0541000366211,96.1676025390625,96.27020263671876,158992.0
2026-05-20,157961,158555,158258.0,IBJA,4502.60009765625,4531.2998046875,4465.10009765625,4531.2998046875,981.0,96.56580352783205,97.04219818115234,96.3751983642578,96.56580352783205,158258.0
2026-05-21,158947,158538,158742.5,IBJA,4507.2001953125,4539.7998046875,4503.7998046875,4539.7998046875,426.0,96.5282974243164,96.85150146484376,93.18800354003906,96.5282974243164,158742.5
2026-05-22,158354,158117,158235.5,IBJA,4519.5,4530.2998046875,4519.10009765625,4521.0,40.0,96.17389678955078,96.49929809570312,95.44889831542967,96.17389678955078,158235.5
2026-05-25,158622,158857,158739.5,IBJA,,,,,,95.71949768066406,95.85350036621094,85.86289978027344,95.71949768066406,158739.5
2026-05-26,157722,157611,157666.5,IBJA,4572.7998046875,4572.7998046875,4500.39990234375,4500.39990234375,1261.0,95.25279998779295,95.78600311279295,95.19229888916016,95.25279998779295,157666.5
2026-05-27,157040,156072,156556.0,IBJA,4439.7001953125,4447.5,4439.7001953125,4447.5,81062.0,96.06210327148438,96.17780303955078,95.4915008544922,95.90499877929688,156556.0
2026-05-29,157043,156463,156753.0,IBJA,4494.0,4591.7998046875,4487.89990234375,4560.5,1883.0,96.04820251464844,96.19529724121094,94.53050231933594,96.04820251464844,156753.0
2026-06-01,155599,155536,155567.5,IBJA,4523.5,4541.39990234375,4449.7001953125,4475.2001953125,835.0,95.00299835205078,95.25420379638672,94.572998046875,95.00299835205078,155567.5
2026-06-02,156296,156294,156295.0,IBJA,4488.0,4529.5,4474.2001953125,4489.10009765625,456.0,95.55139923095705,95.5824966430664,94.93419647216795,95.55139923095705,156295.0
2026-06-03,155264,155036,155150.0,IBJA,4471.2001953125,4471.7001953125,4427.2001953125,4436.7001953125,2913.0,95.26300048828124,95.98600006103516,95.26300048828124,95.26300048828124,155150.0
2026-06-04,155581,156086,155833.5,IBJA,4447.39990234375,4509.89990234375,4447.39990234375,4475.7998046875,480.0,96.16449737548828,96.1707992553711,95.59200286865234,96.16449737548828,155833.5
2026-06-05,154190,154238,154214.0,IBJA,4472.2998046875,4472.2998046875,4319.10009765625,4337.10009765625,4062.0,95.79029846191406,95.8939971923828,94.86979675292967,95.79029846191406,154214.0
2026-06-08,150768,151489,151128.5,IBJA,4324.2001953125,4340.89990234375,4284.60009765625,4335.89990234375,357.0,94.95030212402344,95.90370178222656,94.95030212402344,94.95030212402344,151128.5
2026-06-09,152584,151973,152278.5,IBJA,4332.7998046875,4344.5,4240.2001953125,4260.0,1292.0,95.68830108642578,95.68890380859376,95.17739868164062,95.68830108642578,152278.5
2026-06-19,144941,144970,144955.5,IBJA,,,,,,94.3397979736328,94.59310150146484,94.11820220947266,94.33989715576172,144955.5
2026-06-22,146664,147310,146987.0,IBJA,4138.7998046875,4216.39990234375,4134.7998046875,4181.89990234375,1197.0,94.3302993774414,94.777099609375,94.17649841308594,94.3302993774414,146987.0
2026-06-23,144788,144995,144891.5,IBJA,4127.10009765625,4135.2001953125,4118.5,4129.89990234375,252.0,94.70059967041016,94.8853988647461,94.3927001953125,94.70059967041016,144891.5
2026-06-24,143890,142178,143034.0,IBJA,4104.39990234375,4104.7001953125,3963.300048828125,3990.300048828125,353.0,95.18370056152344,95.18379974365234,94.22750091552734,95.18370056152344,143034.0
2026-06-25,140022,139873,139947.5,IBJA,3988.39990234375,4030.5,3986.699951171875,4030.5,2724.0,94.4406967163086,94.5291976928711,93.91510009765624,94.4406967163086,139947.5
2026-06-29,141911,141421,141666.0,IBJA,4057.5,4070.0,4003.199951171875,4022.300048828125,785.0,94.36029815673828,94.6999969482422,94.2322006225586,94.36029815673828,141666.0
2026-06-30,140382,141286,140834.0,IBJA,4002.60009765625,4049.699951171875,3962.5,4022.89990234375,1108.0,94.79049682617188,94.8979034423828,94.46530151367188,94.79049682617188,140834.0
2026-07-01,139434,141632,140533.0,IBJA,4013.10009765625,4100.0,3963.0,4068.300048828125,770.0,94.91799926757812,95.26390075683594,94.53119659423828,94.91799926757812,140533.0
2026-07-02,143340,143003,143171.5,IBJA,4067.5,4140.10009765625,4062.0,4112.7001953125,228.0,95.4175033569336,95.47339630126952,94.88480377197266,95.4175033569336,143171.5
2026-07-03,146107,146344,146225.5,IBJA,,,,,,95.527099609375,95.60970306396484,95.05760192871094,95.527099609375,146225.5
2026-07-06,145512,145583,145547.5,IBJA,4175.39990234375,4199.7001953125,4134.2001953125,4155.10009765625,1024.0,95.2147979736328,95.67440032958984,95.12689971923828,95.2147979736328,145547.5
2026-07-07,144141,144083,144112.0,IBJA,4126.5,4167.2001953125,4107.2001953125,4145.2998046875,53.0,95.60350036621094,95.67919921875,94.79869842529295,95.60350036621094,144112.0
2026-07-08,144260,142350,143305.0,IBJA,4116.2998046875,4120.2998046875,4053.0,4070.89990234375,292.0,95.59339904785156,95.80339813232422,94.99169921875,95.59339904785156,143305.0
2026-07-09,143372,143656,143514.0,IBJA,4066.39990234375,4130.60009765625,4064.199951171875,4130.60009765625,13.0,95.86180114746094,95.86180114746094,95.29840087890624,95.86180114746094,143514.0
2026-07-10,143815,143368,143591.5,IBJA,4122.2998046875,4125.7998046875,4090.60009765625,4104.10009765625,389.0,95.39019775390624,95.6855010986328,95.14550018310548,95.39019775390624,143591.5
2026-07-13,142289,142188,142238.5,IBJA,4081.0,4081.0,3985.89990234375,3997.0,679.0,95.3249969482422,96.10469818115234,94.99040222167967,95.3249969482422,142238.5
2026-07-14,141712,141882,141797.0,IBJA,3995.699951171875,4091.199951171875,3986.5,4061.10009765625,1281.0,96.29879760742188,96.4228973388672,95.74700164794922,96.29889678955078,141797.0
2026-07-15,141770,141908,141839.0,IBJA,4049.10009765625,4070.10009765625,4019.39990234375,4044.0,374.0,96.42530059814452,96.54090118408205,96.04239654541016,96.42530059814452,141839.0
2026-07-16,141713,141679,141696.0,IBJA,4030.5,4030.5,3972.60009765625,3985.60009765625,812.0,96.49859619140624,96.6999969482422,96.10230255126952,96.49859619140624,141696.0
2026-07-17,141264,141159,141211.5,IBJA,3975.5,4017.199951171875,3964.199951171875,4012.699951171875,141.0,96.6521987915039,96.65550231933594,96.20159912109376,96.6521987915039,141211.5
2026-07-20,141915,142254,142084.5,IBJA,4003.39990234375,4018.89990234375,4002.699951171875,4010.300048828125,231.0,96.28479766845705,96.75450134277344,96.2165985107422,96.28479766845705,142084.5
2026-07-21,143404,143137,143270.5,IBJA,4002.10009765625,4071.10009765625,3999.699951171875,4071.10009765625,87.0,96.4896011352539,96.56279754638672,96.0947036743164,96.4896011352539,143270.5
2026-07-22,145440,145283,145361.5,IBJA,4096.2001953125,4152.10009765625,4096.2001953125,4146.89990234375,133.0,96.34089660644533,96.81189727783205,96.24030303955078,96.34089660644533,145361.5
2026-07-23,145557,144605,145081.0,IBJA,4129.89990234375,4130.89990234375,4046.60009765625,4046.60009765625,59.0,96.55709838867188,96.86910247802734,96.45980072021484,96.55709838867188,145081.0
2026-07-24,142757,143781,143269.0,IBJA,4067.60009765625,4068.0,4067.60009765625,4067.60009765625,2.0,96.87689971923828,96.9019012451172,96.21179962158205,96.87689971923828,143269.0
2026-07-27,144532,144466,144499.0,IBJA,4090.10009765625,4107.89990234375,4072.699951171875,4074.5,36.0,96.56729888916016,96.56759643554688,95.75779724121094,96.56729888916016,144499.0
2026-07-28,142559,142291,142425.0,IBJA,4025.699951171875,4036.300048828125,4025.699951171875,4036.300048828125,248.0,95.77410125732422,96.13390350341795,95.50579833984376,95.77410125732422,142425.0
2026-07-29,142469,142224,142346.5,IBJA,4018.10009765625,4034.699951171875,4017.89990234375,4034.699951171875,89664.0,95.59850311279295,95.8572998046875,95.44080352783205,95.59870147705078,142346.5
2026-07-30,142401,143384,142892.5,IBJA,4060.699951171875,4118.5,4028.5,4100.10009765625,16985.0,95.72859954833984,95.77850341796876,95.34600067138672,95.72859954833984,142892.5
2026-07-31,143329,142860,143094.5,IBJA,4102.39990234375,4102.39990234375,4022.39990234375,4049.10009765625,1166.0,95.68479919433594,95.685302734375,95.07749938964844,95.68479919433594,143094.5
2026-08-03,142863,142557,142710.0,IBJA,4083.39990234375,4083.5,4026.5,4033.699951171875,698.0,95.4021987915039,95.40339660644533,95.04199981689452,95.4021987915039,142710.0
2026-08-04,142938,142866,142902.0,IBJA,4050.5,4095.39990234375,4048.800048828125,4095.39990234375,426.0,95.33159637451172,95.42620086669922,94.9832000732422,95.33159637451172,142902.0
2026-08-05,145577,145626,145601.5,IBJA,4130.0,4262.2001953125,4129.5,4245.7998046875,1349.0,95.09719848632812,95.3823013305664,94.8030014038086,95.09719848632812,145601.5
